_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,contributors_browser,e_abort,e_canplay,e_canplaythrough,e_durationchange,e_emptied,e_ended,e_error,e_loadeddata,e_loadedmetadata,e_loadstart,e_pause,e_play,e_playing,e_progress,e_ratechange,e_seeked,e_seeking,e_stalled,e_suspend,e_timeupdate,e_volumechange,e_waiting,keywords,avg_rating,bitdepth,bitrate,channels,description,duration,experiment_url,id,license,name,num_ratings,preview-hq-mp3,preview-hq-ogg,samplerate,tags,type,url,username
689712613,3/16/2015 16:29:03,1591595083,3/16/2015 16:28:00,false,clixsense,1,6352682,GBR,H9,London,2.121.167.159,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,13,0,0,0,0,1,69,0,1,chewing,4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
689712613,3/16/2015 16:30:24,1591596225,3/16/2015 16:28:59,false,bitcoinget,1,30546513,GBR,G6,Hull,194.42.67.50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.76 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,3,0,0,0,0,1,68,0,1,eating,4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
689712613,3/16/2015 16:33:05,1591598404,3/16/2015 16:32:02,false,instagc,1,23352788,USA,MA,Boston,108.1.133.220,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36",0,1,1,1,0,1,0,1,1,1,1,1,1,22,0,0,0,0,2,69,0,1,munching,4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
689712613,3/16/2015 16:33:42,1591598947,3/16/2015 16:31:52,false,prodege,1,17379068,CAN,AB,Lethbridge,108.181.214.205,"Mozilla/5.0 (Linux; Android 4.4.2; en-ca; SAMSUNG SM-T530NU Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Safari/537.36",0,1,1,2,0,2,0,1,1,0,2,2,2,50,0,1,1,2,0,130,0,1,crunching,4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
689712613,3/16/2015 16:36:40,1591601663,3/16/2015 16:34:57,false,zoombucks,1,6744840,CAN,BC,Kelowna,174.4.58.160,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,0,1,3,3,0,1,0,1,1,0,1,1,1,8,1,0,0,0,1,64,0,1,crunch,4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
689712613,3/16/2015 16:42:10,1591606655,3/16/2015 16:37:19,false,elite,1,30000442,GBR,C8,Croydon,94.173.208.98,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,7,0,0,0,0,1,69,0,1,eating a crispy snack,4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
689712613,3/16/2015 16:49:55,1591613157,3/16/2015 16:49:00,false,prodege,1,23930372,GBR,G5,Tunbridge Wells,2.101.166.236,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,2,0,0,0,0,1,69,0,1,crunch,4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
689712613,3/16/2015 16:51:03,1591613984,3/16/2015 16:49:58,false,elite,1,31883685,GBR,H2,Accrington,80.47.186.28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,2,0,0,0,0,1,69,0,1,flicking cards,4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
689712613,3/16/2015 16:57:29,1591619225,3/16/2015 16:56:23,false,clixsense,1,6338946,CAN,ON,Markham,23.91.225.173,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,11,0,0,0,0,1,69,0,1,"crunching,eating,chewing",4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
689712613,3/18/2015 08:44:51,1593186158,3/18/2015 08:44:00,false,prodege,1,25257275,CAN,BC,Port Coquitlam,70.68.58.9,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,22,0,0,0,0,1,69,0,1,chewing,4.1666666667,16,768,1,"Ice being chewed.  Could also be used for potato chips, crackers, or anything crunchy and brittle. Recorded with an Audio-Technica AT3035 through an M Box.  Close perspective, with mouth both opened and closed.  Some breathing through the nose (I was running out of breath!).  Make sure you edit out the sound of me hitting the space bar at the end if you're using the whole file :p",17.1125208333,http://kyoto.let.vu.nl/~miltenburg/sounds/51676.mp3,51676,http://creativecommons.org/licenses/by/3.0/,FOLEY Chew Ice 2.wav,9,https://www.freesound.org/data/previews/51/51676_611403-hq.mp3,https://www.freesound.org/data/previews/51/51676_611403-hq.ogg,48000,chew chips crunch foley ice,wav,https://www.freesound.org/people/thetruwu/sounds/51676/,thetruwu
