_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,contributors_browser,e_abort,e_canplay,e_canplaythrough,e_durationchange,e_emptied,e_ended,e_error,e_loadeddata,e_loadedmetadata,e_loadstart,e_pause,e_play,e_playing,e_progress,e_ratechange,e_seeked,e_seeking,e_stalled,e_suspend,e_timeupdate,e_volumechange,e_waiting,keywords,avg_rating,bitdepth,bitrate,channels,description,duration,experiment_url,group,id,license,name,num_ratings,preview-hq-mp3,preview-hq-ogg,samplerate,tags,type,url,username,clustering
722439228,5/16/2015 12:24:48,1637606098,5/16/2015 12:24:06,false,instagc,1,13581319,USA,IL,Mount Vernon,66.232.166.86,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0,0,1,1,3,0,1,0,1,1,0,1,1,1,2,1,0,0,0,1,4,0,1,buzz,5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""buzz"":""buzz""}"
722439228,5/16/2015 12:44:28,1637611708,5/16/2015 12:43:01,false,fusioncash,1,23163165,USA,GA,Marietta,71.199.144.152,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,9,9,1,0,9,0,1,1,0,9,9,9,1,0,8,8,0,1,34,0,9,"pling,scan",5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""pling"":""pling"",""scan"":""scan""}"
722439228,5/16/2015 12:48:04,1637612527,5/16/2015 12:47:02,false,elite,1,32732290,GBR,A7,Birmingham,80.249.56.149,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,3,3,1,0,3,0,1,1,0,3,3,3,1,0,2,2,0,1,11,0,3,electricity,5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""electricity"":""electricity""}"
722439228,5/16/2015 12:56:47,1637615071,5/16/2015 12:55:22,false,clixsense,1,6576528,CAN,SK,Regina,24.72.57.229,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,2,2,1,0,2,0,1,1,0,2,2,2,1,0,1,1,0,1,7,0,2,slow down train,5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""slow down train"":""slow down train""}"
722439228,5/16/2015 13:15:47,1637620563,5/16/2015 13:14:19,false,prodege,1,26499212,CAN,ON,Cambridge,70.27.17.155,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,2,2,1,0,2,0,1,1,0,2,2,2,1,0,1,1,0,1,7,0,2,"start,song,space",5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""start"":""start"",""song"":""song"",""space"":""space""}"
722439228,5/16/2015 13:19:38,1637621742,5/16/2015 13:17:34,false,clixsense,1,10798016,GBR,C7,Coventry,86.24.245.191,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,0,2,2,2,0,2,0,1,1,0,2,2,2,2,2,1,1,0,1,9,0,2,rasp,5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""rasp"":""rasp""}"
722439228,5/16/2015 13:34:17,1637626137,5/16/2015 13:32:52,false,clixsense,1,17950689,GBR,Y9,Tonypandy,92.2.44.79,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,2,2,1,0,2,0,1,1,0,2,2,2,1,0,1,1,0,1,6,0,2,twit,5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""twit"":""twit""}"
722439228,5/16/2015 13:38:08,1637627248,5/16/2015 13:37:14,false,prodege,1,27939470,GBR,Y9,Tonypandy,92.2.47.157,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,2,2,1,0,2,0,1,1,1,2,2,2,1,0,1,1,0,2,7,0,2,tap,5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""tap"":""tap""}"
722439228,5/16/2015 13:39:54,1637627775,5/16/2015 13:38:58,false,instagc,1,18531561,CAN,ON,Mississauga,99.229.92.227,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,11,11,1,0,11,0,1,1,0,11,11,11,1,0,10,10,0,1,42,0,11,"hum,whir",5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""hum"":""hum"",""whir"":""whir""}"
722439228,5/16/2015 14:38:40,1637645697,5/16/2015 14:35:21,false,prodege,1,29849805,GBR,Z1,Swansea,82.1.37.235,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0,0,5,5,2,0,5,0,1,1,0,5,5,5,2,5,4,4,0,1,28,0,5,"quiet,buzz",5,16,1411,2,Slot machine sounds.,0.4087301587,http://kyoto.let.vu.nl/~miltenburg/sounds/69703.mp3,71,69703,http://creativecommons.org/licenses/sampling+/1.0/,10.wav,1,https://www.freesound.org/data/previews/69/69703_866625-hq.mp3,https://www.freesound.org/data/previews/69/69703_866625-hq.ogg,44100,machine payoff slot start stop,wav,https://www.freesound.org/people/lukaso/sounds/69703/,lukaso,"{""quiet"":""quiet"",""buzz"":""buzz""}"
722439229,5/16/2015 12:24:48,1637606102,5/16/2015 12:24:06,false,instagc,1.0,13581319,USA,IL,Mount Vernon,66.232.166.86,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0,0,1,1,2,0,1,0,1,1,0,1,1,1,2,1,0,0,0,1,6,0,1,bump,0,32,6144,2,"Detritus from the corners of my room, always useful! ",0.8689270833,http://kyoto.let.vu.nl/~miltenburg/sounds/24992.mp3,71,24992,http://creativecommons.org/licenses/by/3.0/,Detritus33.wav,0,https://www.freesound.org/data/previews/24/24992_36188-hq.mp3,https://www.freesound.org/data/previews/24/24992_36188-hq.ogg,96000,detritus glitch noise noisy process processed rhythmic scrap sound-design,wav,https://www.freesound.org/people/LG/sounds/24992/,LG,"{""bump"":""bump""}"
722439229,5/16/2015 12:44:28,1637611709,5/16/2015 12:43:01,false,fusioncash,1.0,23163165,USA,GA,Marietta,71.199.144.152,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,6,6,1,0,6,0,1,1,0,6,6,6,2,0,5,5,0,1,29,0,6,"soft,dot",0,32,6144,2,"Detritus from the corners of my room, always useful! ",0.8689270833,http://kyoto.let.vu.nl/~miltenburg/sounds/24992.mp3,71,24992,http://creativecommons.org/licenses/by/3.0/,Detritus33.wav,0,https://www.freesound.org/data/previews/24/24992_36188-hq.mp3,https://www.freesound.org/data/previews/24/24992_36188-hq.ogg,96000,detritus glitch noise noisy process processed rhythmic scrap sound-design,wav,https://www.freesound.org/people/LG/sounds/24992/,LG,"{""soft"":""soft"",""dot"":""dot""}"
