_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,contributors_browser,e_abort,e_canplay,e_canplaythrough,e_durationchange,e_emptied,e_ended,e_error,e_loadeddata,e_loadedmetadata,e_loadstart,e_pause,e_play,e_playing,e_progress,e_ratechange,e_seeked,e_seeking,e_stalled,e_suspend,e_timeupdate,e_volumechange,e_waiting,keywords,avg_rating,bitdepth,bitrate,channels,description,duration,experiment_url,group,id,license,name,num_ratings,preview-hq-mp3,preview-hq-ogg,samplerate,tags,type,url,username,clustering
724918244,5/22/2015 08:28:42,1641122619,5/22/2015 08:27:40,false,clixsense,1,22947672,GBR,,,88.144.127.68,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,0,1,1,2,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,5,0,1,winding it up,5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""winding it up"":""winding it up""}"
724918244,5/22/2015 09:20:37,1641147898,5/22/2015 09:20:04,false,clixsense,1,6352682,GBR,H9,London,2.122.19.138,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,3,0,1,rattle,5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""rattle"":""rattle""}"
724918244,5/22/2015 09:29:49,1641152551,5/22/2015 09:29:26,false,instagc,1,13581319,USA,IL,Mount Vernon,66.232.166.86,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,0,1,1,3,0,1,0,1,1,0,1,1,1,2,1,0,0,0,1,5,0,1,static,5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""static"":""static""}"
724918244,5/22/2015 09:41:38,1641158185,5/22/2015 09:41:07,false,vivatic,1,32338429,GBR,G1,Feltham,92.24.40.208,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,0,2,2,3,0,2,0,1,1,0,2,2,2,2,2,1,1,0,1,11,0,2,bug,5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""bug"":""bug""}"
724918244,5/22/2015 10:04:45,1641170464,5/22/2015 10:00:12,false,pocketmoneygpt,1,32162555,CAN,BC,Vancouver,108.180.194.80,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,0,3,3,3,0,3,0,1,1,0,3,3,3,2,3,2,2,0,1,17,0,3,"winding it up,dial turning,cranking",5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""winding"":""winding it up"",""dial turning"":""dial turning"",""cranking"":""cranking""}"
724918244,5/22/2015 10:16:23,1641177139,5/22/2015 10:13:58,false,clixsense,1,10798016,GBR,C7,Coventry,86.24.245.191,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,0,2,2,2,0,2,0,1,1,0,2,2,2,2,2,1,1,0,1,10,0,2,creak,5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""creak"":""creak""}"
724918244,5/22/2015 10:26:52,1641183149,5/22/2015 10:26:20,false,gifthunterclub,1,30901412,GBR,G5,Margate,85.210.124.44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,3,0,1,windup,5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""windup"":""windup""}"
724918244,5/22/2015 10:43:36,1641193546,5/22/2015 10:42:09,false,instagc,1,18531561,CAN,ON,Mississauga,99.229.92.227,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,2,2,1,0,2,0,1,1,0,2,2,2,1,0,1,1,0,1,7,0,2,"purr,whir",5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""purr"":""purr"",""whir"":""whir""}"
724918244,5/22/2015 10:50:04,1641197439,5/22/2015 10:49:22,false,clixsense,1,6576528,CAN,SK,Regina,24.72.57.229,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,2,0,0,0,0,1,3,0,1,door,5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""door"":""door""}"
724918244,5/22/2015 11:53:44,1641235453,5/22/2015 11:52:55,false,prodege,1,3587109,CAN,NS,Mabou,47.55.139.92,Mozilla/5.0 (Windows NT 6.1; rv:38.0) Gecko/20100101 Firefox/38.0,0,2,2,2,0,2,0,1,1,0,2,2,2,2,2,1,1,0,1,10,0,2,card on wheel,5,16,1389,2,"One shot sample of a wind-up mechanism being turned.

Recorded with Zoom H4n on-board stereo mics.",0.562494,http://kyoto.let.vu.nl/~miltenburg/sounds/162804.mp3,221,162804,http://creativecommons.org/publicdomain/zero/1.0/,Wind-up4.aif,5,https://www.freesound.org/data/previews/162/162804_2578041-hq.mp3,https://www.freesound.org/data/previews/162/162804_2578041-hq.ogg,44100,Wind Gears Machine Zoom Up H4n Turning Wind-up,aiff,https://www.freesound.org/people/timgormly/sounds/162804/,timgormly,"{""card on wheel"":""card on wheel""}"
